"REF_DATE","GEO","DGUID","Type of structure","Type of work","Variables","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-03","Quebec","2016A000224","Factories, plants","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121409314","6.39.1.1.1","49421",,,,"0"
"2020-04","Quebec","2016A000224","Factories, plants","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121409314","6.39.1.1.1","25199",,,,"0"
"2020-03","Quebec","2016A000224","Factories, plants","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271743383","6.39.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Factories, plants","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271743383","6.39.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Factories, plants","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121409322","6.39.1.5.1","18",,,,"0"
"2020-04","Quebec","2016A000224","Factories, plants","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121409322","6.39.1.5.1","15",,,,"0"
"2020-03","Quebec","2016A000224","Factories, plants","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893403","6.39.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Factories, plants","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893403","6.39.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Transportation, utilities","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121410034","6.42.1.1.1","25853",,,,"0"
"2020-04","Quebec","2016A000224","Transportation, utilities","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121410034","6.42.1.1.1","2992",,,,"0"
"2020-03","Quebec","2016A000224","Transportation, utilities","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271743425","6.42.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Transportation, utilities","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271743425","6.42.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Transportation, utilities","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121410042","6.42.1.5.1","9",,,,"0"
"2020-04","Quebec","2016A000224","Transportation, utilities","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121410042","6.42.1.5.1","2",,,,"0"
"2020-03","Quebec","2016A000224","Transportation, utilities","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893445","6.42.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Transportation, utilities","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893445","6.42.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Mining and agriculture","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121410994","6.46.1.1.1","12614",,,,"0"
"2020-04","Quebec","2016A000224","Mining and agriculture","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121410994","6.46.1.1.1","11464",,,,"0"
"2020-03","Quebec","2016A000224","Mining and agriculture","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271743481","6.46.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Mining and agriculture","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271743481","6.46.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121411002","6.46.1.5.1","12",,,,"0"
"2020-04","Quebec","2016A000224","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121411002","6.46.1.5.1","14",,,,"0"
"2020-03","Quebec","2016A000224","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893501","6.46.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Mining and agriculture","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893501","6.46.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Total commercial","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121411714","6.49.1.1.1","135596",,,,"0"
"2020-04","Quebec","2016A000224","Total commercial","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121411714","6.49.1.1.1","96300",,,,"0"
"2020-03","Quebec","2016A000224","Total commercial","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752216","6.49.1.1.3","112027",,,,"0"
"2020-04","Quebec","2016A000224","Total commercial","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752216","6.49.1.1.3","78972",,,,"0"
"2020-03","Quebec","2016A000224","Total commercial","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121411722","6.49.1.5.1","516",,,,"0"
"2020-04","Quebec","2016A000224","Total commercial","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121411722","6.49.1.5.1","306",,,,"0"
"2020-03","Quebec","2016A000224","Total commercial","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893543","6.49.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Total commercial","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893543","6.49.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121411954","6.50.1.1.1","116476",,,,"0"
"2020-04","Quebec","2016A000224","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121411954","6.50.1.1.1","85539",,,,"0"
"2020-03","Quebec","2016A000224","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752230","6.50.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Total major commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752230","6.50.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121411962","6.50.1.5.1","110",,,,"0"
"2020-04","Quebec","2016A000224","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121411962","6.50.1.5.1","57",,,,"0"
"2020-03","Quebec","2016A000224","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893557","6.50.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Total major commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893557","6.50.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121412194","6.51.1.1.1","19119",,,,"0"
"2020-04","Quebec","2016A000224","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121412194","6.51.1.1.1","10761",,,,"0"
"2020-03","Quebec","2016A000224","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752244","6.51.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Total minor commercial projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752244","6.51.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121412202","6.51.1.5.1","406",,,,"0"
"2020-04","Quebec","2016A000224","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121412202","6.51.1.5.1","249",,,,"0"
"2020-03","Quebec","2016A000224","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893571","6.51.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Total minor commercial projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893571","6.51.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Trade and services","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121412434","6.52.1.1.1","25564",,,,"0"
"2020-04","Quebec","2016A000224","Trade and services","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121412434","6.52.1.1.1","22711",,,,"0"
"2020-03","Quebec","2016A000224","Trade and services","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752249","6.52.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Trade and services","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752249","6.52.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Trade and services","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121412442","6.52.1.5.1","38",,,,"0"
"2020-04","Quebec","2016A000224","Trade and services","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121412442","6.52.1.5.1","23",,,,"0"
"2020-03","Quebec","2016A000224","Trade and services","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893576","6.52.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Trade and services","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893576","6.52.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Warehouses","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121413634","6.57.1.1.1","11436",,,,"0"
"2020-04","Quebec","2016A000224","Warehouses","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121413634","6.57.1.1.1","1900",,,,"0"
"2020-03","Quebec","2016A000224","Warehouses","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752319","6.57.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Warehouses","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752319","6.57.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Warehouses","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121413642","6.57.1.5.1","14",,,,"0"
"2020-04","Quebec","2016A000224","Warehouses","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121413642","6.57.1.5.1","2",,,,"0"
"2020-03","Quebec","2016A000224","Warehouses","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893646","6.57.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Warehouses","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893646","6.57.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Service stations","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121413874","6.58.1.1.1","3050",,,,"0"
"2020-04","Quebec","2016A000224","Service stations","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121413874","6.58.1.1.1","0",,,,"0"
"2020-03","Quebec","2016A000224","Service stations","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752333","6.58.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Service stations","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752333","6.58.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Service stations","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121413882","6.58.1.5.1","4",,,,"0"
"2020-04","Quebec","2016A000224","Service stations","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121413882","6.58.1.5.1","0",,,,"0"
"2020-03","Quebec","2016A000224","Service stations","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893660","6.58.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Service stations","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893660","6.58.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Office buildings","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121414114","6.59.1.1.1","43538",,,,"0"
"2020-04","Quebec","2016A000224","Office buildings","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121414114","6.59.1.1.1","13654",,,,"0"
"2020-03","Quebec","2016A000224","Office buildings","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752347","6.59.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Office buildings","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752347","6.59.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Office buildings","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121414122","6.59.1.5.1","39",,,,"0"
"2020-04","Quebec","2016A000224","Office buildings","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121414122","6.59.1.5.1","8",,,,"0"
"2020-03","Quebec","2016A000224","Office buildings","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893674","6.59.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Office buildings","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893674","6.59.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Recreation","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121414834","6.62.1.1.1","28565",,,,"0"
"2020-04","Quebec","2016A000224","Recreation","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121414834","6.62.1.1.1","23592",,,,"0"
"2020-03","Quebec","2016A000224","Recreation","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752389","6.62.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Recreation","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752389","6.62.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Recreation","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121414842","6.62.1.5.1","5",,,,"0"
"2020-04","Quebec","2016A000224","Recreation","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121414842","6.62.1.5.1","8",,,,"0"
"2020-03","Quebec","2016A000224","Recreation","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893716","6.62.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Recreation","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893716","6.62.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Hotels, restaurants","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121415794","6.66.1.1.1","3123",,,,"0"
"2020-04","Quebec","2016A000224","Hotels, restaurants","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121415794","6.66.1.1.1","23382",,,,"0"
"2020-03","Quebec","2016A000224","Hotels, restaurants","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752445","6.66.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Hotels, restaurants","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752445","6.66.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Hotels, restaurants","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121415802","6.66.1.5.1","8",,,,"0"
"2020-04","Quebec","2016A000224","Hotels, restaurants","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121415802","6.66.1.5.1","15",,,,"0"
"2020-03","Quebec","2016A000224","Hotels, restaurants","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893772","6.66.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Hotels, restaurants","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271893772","6.66.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Laboratories","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121417234","6.72.1.1.1","1200",,,,"0"
"2020-04","Quebec","2016A000224","Laboratories","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121417234","6.72.1.1.1","300",,,,"0"
"2020-03","Quebec","2016A000224","Laboratories","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752529","6.72.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Laboratories","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752529","6.72.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Laboratories","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121417242","6.72.1.5.1","2",,,,"0"
"2020-04","Quebec","2016A000224","Laboratories","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121417242","6.72.1.5.1","1",,,,"0"
"2020-03","Quebec","2016A000224","Laboratories","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749721","6.72.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Laboratories","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749721","6.72.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Total institutional and governmental","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121417474","6.73.1.1.1","180525",,,,"0"
"2020-04","Quebec","2016A000224","Total institutional and governmental","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121417474","6.73.1.1.1","70671",,,,"0"
"2020-03","Quebec","2016A000224","Total institutional and governmental","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752543","6.73.1.1.3","153503",,,,"0"
"2020-04","Quebec","2016A000224","Total institutional and governmental","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752543","6.73.1.1.3","59712",,,,"0"
"2020-03","Quebec","2016A000224","Total institutional and governmental","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121417482","6.73.1.5.1","126",,,,"0"
"2020-04","Quebec","2016A000224","Total institutional and governmental","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121417482","6.73.1.5.1","91",,,,"0"
"2020-03","Quebec","2016A000224","Total institutional and governmental","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749735","6.73.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Total institutional and governmental","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749735","6.73.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Total major institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121417714","6.74.1.1.1","175678",,,,"0"
"2020-04","Quebec","2016A000224","Total major institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121417714","6.74.1.1.1","67113",,,,"0"
"2020-03","Quebec","2016A000224","Total major institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752557","6.74.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Total major institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752557","6.74.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Total major institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121417722","6.74.1.5.1","58",,,,"0"
"2020-04","Quebec","2016A000224","Total major institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121417722","6.74.1.5.1","49",,,,"0"
"2020-03","Quebec","2016A000224","Total major institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749749","6.74.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Total major institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749749","6.74.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Total minor institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121417954","6.75.1.1.1","4847",,,,"0"
"2020-04","Quebec","2016A000224","Total minor institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121417954","6.75.1.1.1","3558",,,,"0"
"2020-03","Quebec","2016A000224","Total minor institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752571","6.75.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Total minor institutional and governmental projects","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752571","6.75.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Total minor institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121417962","6.75.1.5.1","68",,,,"0"
"2020-04","Quebec","2016A000224","Total minor institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121417962","6.75.1.5.1","42",,,,"0"
"2020-03","Quebec","2016A000224","Total minor institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749763","6.75.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Total minor institutional and governmental projects","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749763","6.75.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Schools, education","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121418194","6.76.1.1.1","58061",,,,"0"
"2020-04","Quebec","2016A000224","Schools, education","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121418194","6.76.1.1.1","59861",,,,"0"
"2020-03","Quebec","2016A000224","Schools, education","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752576","6.76.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Schools, education","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752576","6.76.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Schools, education","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121418202","6.76.1.5.1","33",,,,"0"
"2020-04","Quebec","2016A000224","Schools, education","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121418202","6.76.1.5.1","42",,,,"0"
"2020-03","Quebec","2016A000224","Schools, education","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749768","6.76.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Schools, education","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749768","6.76.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Medical, hospital","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121419634","6.82.1.1.1","22644",,,,"0"
"2020-04","Quebec","2016A000224","Medical, hospital","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121419634","6.82.1.1.1","2649",,,,"0"
"2020-03","Quebec","2016A000224","Medical, hospital","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752660","6.82.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Medical, hospital","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752660","6.82.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Medical, hospital","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121419642","6.82.1.5.1","13",,,,"0"
"2020-04","Quebec","2016A000224","Medical, hospital","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121419642","6.82.1.5.1","4",,,,"0"
"2020-03","Quebec","2016A000224","Medical, hospital","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749852","6.82.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Medical, hospital","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749852","6.82.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Welfare, home","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121420354","6.85.1.1.1","78915",,,,"0"
"2020-04","Quebec","2016A000224","Welfare, home","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121420354","6.85.1.1.1","2200",,,,"0"
"2020-03","Quebec","2016A000224","Welfare, home","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752702","6.85.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Welfare, home","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752702","6.85.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Welfare, home","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121420362","6.85.1.5.1","7",,,,"0"
"2020-04","Quebec","2016A000224","Welfare, home","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121420362","6.85.1.5.1","1",,,,"0"
"2020-03","Quebec","2016A000224","Welfare, home","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749894","6.85.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Welfare, home","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749894","6.85.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Churches, religion","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121420594","6.86.1.1.1","1798",,,,"0"
"2020-04","Quebec","2016A000224","Churches, religion","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121420594","6.86.1.1.1",,"F",,,"0"
"2020-03","Quebec","2016A000224","Churches, religion","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752716","6.86.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Churches, religion","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752716","6.86.1.1.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Churches, religion","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121420602","6.86.1.5.1","2",,,,"0"
"2020-04","Quebec","2016A000224","Churches, religion","Types of work, total","Number of permits","Unadjusted, current","Number","223","units","0","v121420602","6.86.1.5.1",,"F",,,"0"
"2020-03","Quebec","2016A000224","Churches, religion","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749908","6.86.1.5.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Churches, religion","Types of work, total","Number of permits","Unadjusted, constant","Number","223","thousands","3","v1271749908","6.86.1.5.3",,"..",,,"0"
"2020-03","Quebec","2016A000224","Government buildings","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121420834","6.87.1.1.1","14260",,,,"0"
"2020-04","Quebec","2016A000224","Government buildings","Types of work, total","Value of permits","Unadjusted, current","Dollars","81","thousands","3","v121420834","6.87.1.1.1","2210",,,,"0"
"2020-03","Quebec","2016A000224","Government buildings","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752730","6.87.1.1.3",,"..",,,"0"
"2020-04","Quebec","2016A000224","Government buildings","Types of work, total","Value of permits","Unadjusted, constant","Dollars","81","thousands","3","v1271752730","6.87.1.1.3",,"..",,,"0"
